index,Topics
MED-81,"['animals', 'antineoplastic agents / administration &amp; dosage', 'antineoplastic agents / pharmacology', 'cell differentiation / drug effects', 'cell division / drug effects', 'cell transformation, neoplastic / drug effects', 'dietary fiber / administration &amp; dosage', 'dietary fiber / pharmacology', 'disease models, animal', 'humans', 'inositol / administration &amp; dosage', 'inositol / pharmacology', 'mice', 'neoplasms / diet therapy', 'neoplasms / drug therapy', 'neoplasms / prevention &amp; control', 'neoplasms, experimental / diet therapy', 'neoplasms, experimental / drug therapy', 'neoplasms, experimental / prevention &amp; control', 'phytic acid / administration &amp; dosage', 'phytic acid / pharmacology', 'rats', 'signal transduction']"
MED-82,"['animals', 'anticarcinogenic agents / metabolism', 'anticarcinogenic agents / pharmacology', 'anticarcinogenic agents / therapeutic use', 'antineoplastic agents / metabolism', 'antineoplastic agents / pharmacology', 'antineoplastic agents / therapeutic use', 'cell differentiation / drug effects', 'cell division / drug effects', 'humans', 'inositol phosphates / metabolism', 'neoplasms / drug therapy', 'neoplasms / epidemiology', 'neoplasms / prevention &amp; control', 'neoplasms, experimental / drug therapy', 'neoplasms, experimental / pathology', 'neoplasms, experimental / prevention &amp; control', 'phytic acid / metabolism', 'phytic acid / pharmacology', 'phytic acid / therapeutic use', 'signal transduction', 'tumor cells, cultured']"
MED-83,"['fabaceae', 'humans', 'intestinal absorption / drug effects', 'minerals / pharmacokinetics', 'neoplasms / prevention &amp; control', 'nutritional physiological phenomena', 'phytic acid / administration &amp; dosage', 'phytic acid / adverse effects', 'plants, medicinal']"
MED-84,"['actins / metabolism', 'cell adhesion / drug effects', 'cytokines / biosynthesis', 'humans', 'n-formylmethionine leucyl-phenylalanine / pharmacology', 'neutrophils / drug effects', 'neutrophils / physiology', 'phytic acid / pharmacology']"
MED-85,"['animals', 'chelating agents / administration &amp; dosage', 'chelating agents / metabolism', 'diet', 'female', 'food analysis / methods', 'food analysis / standards', 'food handling', 'humans', 'male', 'phytic acid / administration &amp; dosage', 'phytic acid / analysis', 'phytic acid / metabolism']"
MED-86,"['angiotensin-converting enzyme inhibitors / pharmacology', 'animals', 'anticarcinogenic agents / pharmacology', 'antioxidants / analysis', 'antioxidants / pharmacology', 'apoptosis / drug effects', 'australia', 'cell line', 'cell line, tumor', 'cell proliferation / drug effects', 'chemoprevention', 'dna damage / drug effects', 'diet', 'enzyme inhibitors / pharmacology', 'flavonoids / analysis', 'genotype', 'glycoside hydrolase inhibitors', 'health promotion', 'hot temperature', 'humans', 'lipase / antagonists &amp; inhibitors', 'mice', 'phenols / analysis', 'plant extracts / pharmacology', 'seeds / chemistry', 'seeds / genetics', 'vicia faba / chemistry', 'vicia faba / genetics']"
MED-87,"['angiogenesis inhibitors / pharmacology', 'animals', 'aorta', 'calreticulin / pharmacology', 'cattle', 'cell division / drug effects', 'endothelium, vascular / drug effects', 'endothelium, vascular / physiology', 'humans', 'neoplasms / blood supply', 'neoplasms / pathology', 'peptide fragments / pharmacology', 'phytic acid / pharmacology']"
MED-88,"['animals', 'antineoplastic agents / administration &amp; dosage', 'antineoplastic agents / pharmacology', 'cell differentiation / drug effects', 'cell division / drug effects', 'cell transformation, neoplastic / drug effects', 'dietary fiber / administration &amp; dosage', 'dietary fiber / pharmacology', 'disease models, animal', 'humans', 'inositol / administration &amp; dosage', 'inositol / pharmacology', 'mice', 'neoplasms / diet therapy', 'neoplasms / drug therapy', 'neoplasms / prevention &amp; control', 'neoplasms, experimental / diet therapy', 'neoplasms, experimental / drug therapy', 'neoplasms, experimental / prevention &amp; control', 'phytic acid / administration &amp; dosage', 'phytic acid / pharmacology', 'rats', 'signal transduction']"
MED-89,"['1,2-dimethylhydrazine / toxicity', 'animals', 'anticarcinogenic agents / therapeutic use', 'carcinogens / toxicity', 'colonic neoplasms / chemically induced', 'colonic neoplasms / prevention &amp; control', 'disease models, animal', 'humans', 'inositol / therapeutic use', 'mice', 'neoplasms / prevention &amp; control', 'phytic acid / therapeutic use', 'tumor cells, cultured']"
MED-90,"['fabaceae', 'humans', 'intestinal absorption / drug effects', 'minerals / pharmacokinetics', 'neoplasms / prevention &amp; control', 'nutritional physiological phenomena', 'phytic acid / administration &amp; dosage', 'phytic acid / adverse effects', 'plants, medicinal']"
MED-91,"['alcohol drinking', 'colonic neoplasms / etiology', 'diet / adverse effects', 'female', 'greece', 'humans', 'male', 'meat', 'middle aged', 'rectal neoplasms / etiology', 'risk', 'vegetables']"
MED-92,"['colonic neoplasms / epidemiology', 'colonic neoplasms / prevention &amp; control', 'diet', 'dietary fiber / therapeutic use', 'edible grain / analysis', 'europe', 'humans', 'hydroxides / antagonists &amp; inhibitors', 'hydroxyl radical', 'iron / metabolism', 'iron chelating agents / therapeutic use', 'japan', 'phytic acid / analysis', 'phytic acid / therapeutic use', 'united states']"
MED-93,"['cooking / history', 'culture', 'diet / ethnology', 'diet / history', 'functional food / history', 'health', 'history, 20th century', 'history, 21st century', 'humans', 'population groups / history']"
MED-94,"['age factors', 'china / ethnology', 'colorectal neoplasms / epidemiology', 'colorectal neoplasms / ethnology', 'colorectal neoplasms / etiology', 'diet / adverse effects', 'diet surveys', 'feeding behavior / ethnology', 'humans', 'interviews as topic', 'regression analysis', 'risk factors', 'sex factors', 'singapore']"
MED-95,"['colonic neoplasms / epidemiology', 'denmark', 'dietary fiber / analysis', 'feeding behavior', 'finland', 'humans', 'male', 'middle aged', 'polysaccharides / analysis', 'rectal neoplasms / epidemiology', 'rural health', 'urban health']"
MED-96,"['adult', 'body mass index', 'california / epidemiology', 'colonic neoplasms / epidemiology', 'colonic neoplasms / etiology', 'diet / adverse effects', 'diet, vegetarian', 'female', 'humans', 'life style', 'male', 'meat / adverse effects', 'middle aged', 'odds ratio', 'prospective studies', 'reproducibility of results', 'risk', 'risk factors', 'surveys and questionnaires']"
MED-97,"['blood glucose / metabolism', 'blood pressure', 'cardiovascular diseases / blood', 'cardiovascular diseases / diet therapy', 'cardiovascular diseases / metabolism', 'cholesterol / blood', 'diet, carbohydrate-restricted', 'dietary carbohydrates / administration &amp; dosage', 'humans', 'insulin / blood', 'randomized controlled trials as topic', 'risk factors', 'treatment outcome', 'triglycerides / blood', 'weight loss / drug effects', 'weight loss / physiology']"
MED-98,"['adult', 'aged', 'coronary circulation / physiology', 'coronary disease / blood', 'coronary disease / diagnosis', 'coronary disease / diet therapy', 'coronary disease / physiopathology', 'diet, atherogenic', 'diet, fat-restricted', 'dietary proteins / administration &amp; dosage', 'dietary proteins / adverse effects', 'disease progression', 'echocardiography', 'female', 'humans', 'life style', 'lipids / physiology', 'male', 'middle aged', 'prospective studies', 'risk factors', 'severity of illness index', 'tomography, emission-computed, single-photon', 'weight loss']"
MED-99,"['cardiovascular diseases / epidemiology', 'cardiovascular diseases / mortality', 'cause of death', 'cohort studies', 'diet, carbohydrate-restricted', 'humans', 'odds ratio', 'risk factors']"
MED-100,"['adult', 'aged', 'arteries / physiopathology', 'cardiovascular diseases / epidemiology', 'cardiovascular diseases / etiology', 'cohort studies', 'cross-sectional studies', 'diabetes mellitus, type 2 / complications', 'diabetes mellitus, type 2 / physiopathology', 'diet, carbohydrate-restricted / adverse effects', 'diet, high-fat / adverse effects', 'diet, reducing / adverse effects', 'diet, reducing / methods', 'dietary proteins / adverse effects', 'endothelium, vascular / physiopathology', 'female', 'humans', 'male', 'metabolic syndrome / complications', 'metabolic syndrome / physiopathology', 'microvessels / physiopathology', 'middle aged', 'overweight / complications', 'overweight / diet therapy', 'risk factors', 'self care / adverse effects', 'spain']"
MED-101,"['antineoplastic agents / pharmacology', 'antioxidants / pharmacology', 'apoptosis / drug effects', 'apoptosis regulatory proteins / pharmacology', 'carcinoma, hepatocellular / drug therapy', 'carcinoma, hepatocellular / metabolism', 'carcinoma, hepatocellular / pathology', 'caspase inhibitors', 'caspases / metabolism', 'colonic neoplasms / drug therapy', 'colonic neoplasms / metabolism', 'colonic neoplasms / pathology', 'curcumin / pharmacology', 'cystine / analogs &amp; derivatives', 'cystine / pharmacology', 'cytochromes c / metabolism', 'drug combinations', 'drug resistance, neoplasm / drug effects', 'enzyme activation / drug effects', 'flow cytometry', 'humans', 'liver neoplasms / drug therapy', 'liver neoplasms / metabolism', 'liver neoplasms / pathology', 'luciferases', 'membrane glycoproteins / pharmacology', 'peroxidases / pharmacology', 'peroxiredoxins', 'promoter regions, genetic', 'proto-oncogene proteins c-bcl-2 / metabolism', 'reactive oxygen species', 'receptors, tnf-related apoptosis-inducing ligand', 'receptors, tumor necrosis factor / genetics', 'receptors, tumor necrosis factor / metabolism', 'tnf-related apoptosis-inducing ligand', 'tumor cells, cultured', 'tumor necrosis factor-alpha / pharmacology', 'up-regulation']"
MED-102,"['animals', 'anticarcinogenic agents / therapeutic use', 'curcumin / therapeutic use', 'humans', 'neoplasms / drug therapy']"
MED-103,"['antineoplastic agents / pharmacology', 'apoptosis / drug effects', 'apoptosis / physiology', 'caspase 8', 'caspase 9', 'caspases / drug effects', 'caspases / metabolism', 'cell survival / drug effects', 'cell survival / physiology', 'curcumin / pharmacology', 'dose-response relationship, drug', 'enzyme inhibitors / pharmacology', 'enzyme precursors / drug effects', 'enzyme precursors / metabolism', 'humans', 'melanoma / drug therapy', 'melanoma / enzymology', 'melanoma / physiopathology', 'nf-kappa b / antagonists &amp; inhibitors', 'nf-kappa b / metabolism', 'proteins / antagonists &amp; inhibitors', 'proteins / drug effects', 'proteins / metabolism', 'skin neoplasms / drug therapy', 'skin neoplasms / enzymology', 'skin neoplasms / physiopathology', 'tumor cells, cultured / cytology', 'tumor cells, cultured / drug effects', 'tumor cells, cultured / enzymology', 'tumor suppressor protein p53 / drug effects', 'tumor suppressor protein p53 / metabolism', 'x-linked inhibitor of apoptosis protein', 'fas receptor / drug effects', 'fas receptor / metabolism']"
MED-104,"['animals', 'apoptosis', 'fas-associated death domain protein / immunology', 'humans', 'immunity, innate', 'nf-kappa b / metabolism', 'signal transduction', 't-lymphocytes / cytology', 't-lymphocytes / immunology']"
MED-105,"['apoptosis / drug effects', 'calcium / metabolism', 'caspase 3 / metabolism', 'cell line, tumor', 'comet assay', 'curcumin / pharmacology', 'enzyme activation', 'flow cytometry', 'humans', 'reactive oxygen species / metabolism']"
MED-106,"['antineoplastic agents / pharmacology', 'cell death / drug effects', 'curcumin / pharmacology', 'humans', 'neoplasms / enzymology', 'neoplasms / metabolism', 'neoplasms / pathology']"
MED-107,"['adult', 'antimutagenic agents / pharmacology', 'curcuma', 'humans', 'male', 'middle aged', 'mutagens / metabolism', 'mutagens / toxicity', 'plant extracts / pharmacology', 'smoking / urine']"
MED-108,"['animals', 'anticarcinogenic agents / therapeutic use', 'curcumin / therapeutic use', 'humans', 'neoplasms / drug therapy']"
MED-109,"['animals', 'biotransformation', 'carcinogens, environmental / antagonists &amp; inhibitors', 'catechols / pharmacology', 'curcumin / pharmacology', 'in vitro techniques', 'liver / metabolism', 'male', 'mutagenicity tests', 'mutagens / metabolism', 'mutation', 'plant extracts', 'plants, toxic', 'rats', 'rats, inbred strains', 'smoke / adverse effects', 'tobacco']"
MED-110,"['acute disease', 'chronic disease', 'curcuma', 'curcumin / analogs &amp; derivatives', 'curcumin / therapeutic use', 'humans', 'phytotherapy']"
MED-111,"['antineoplastic agents / therapeutic use', 'curcumin / therapeutic use', 'drug delivery systems', 'humans', 'neoplasms / drug therapy', 'pain / drug therapy', 'plant extracts / therapeutic use', 'signal transduction']"
MED-112,"['animals', 'antineoplastic agents / pharmacology', 'antineoplastic agents / therapeutic use', 'autophagy / drug effects', 'clinical trials as topic', 'curcuma / chemistry', 'curcumin / pharmacology', 'curcumin / therapeutic use', 'drug evaluation, preclinical', 'gene expression regulation / drug effects', 'humans', 'medicine, traditional', 'micrornas / genetics', 'micrornas / metabolism', 'neoplasms / drug therapy', 'neoplastic stem cells / drug effects']"
MED-113,"['curcuma / chemistry', 'curcumin / therapeutic use', 'diet', 'humans', 'neoplasms / prevention &amp; control', 'phytotherapy']"
MED-114,"['acute disease', 'chronic disease', 'curcuma', 'curcumin / analogs &amp; derivatives', 'curcumin / therapeutic use', 'humans', 'phytotherapy']"
MED-115,"['animals', 'cell division / drug effects', 'endometrium / cytology', 'endometrium / drug effects', 'estradiol congeners / isolation &amp; purification', 'estradiol congeners / toxicity', 'female', 'humans', 'mitotic index', 'phenols / isolation &amp; purification', 'phenols / toxicity', 'polystyrenes / toxicity', 'rats', 'rats, inbred strains', 'receptors, progesterone / biosynthesis', 'receptors, progesterone / drug effects', 'tumor cells, cultured / drug effects', 'tumor cells, cultured / metabolism', 'tumor cells, cultured / pathology', 'xenobiotics / isolation &amp; purification', 'xenobiotics / toxicity']"
